judul berita,link berita,topik berita,waktu
Planas PRB Harap Konsep Konvergensi Cegah Ketidakefisienan Sumber Daya Pencegahan Bencana,https://nasional.kompas.com/read/2021/04/14/19431041/planas-prb-harap-konsep-konvergensi-cegah-ketidakefisienan-sumber-daya,NEWS,"14/04/2021, 19:43 WIB"
"Setelah Rekor MURI, Ikatan Cinta Kembali Tembus Rekor Audience Share",https://www.kompas.com/hype/read/2021/04/14/194304866/setelah-rekor-muri-ikatan-cinta-kembali-tembus-rekor-audience-share,HYPE,"14/04/2021, 19:43 WIB"
BMKG Imbau Warga Sulut Waspadai Badai Tropis Surigae,https://regional.kompas.com/read/2021/04/14/194238678/bmkg-imbau-warga-sulut-waspadai-badai-tropis-surigae,REGIONAL,"14/04/2021, 19:42 WIB"
Belajar Menganalisa Kasus lewat Rekomendasi Drakor Bertema Hukum Ini,https://www.kompas.com/hype/read/2021/04/14/194023666/belajar-menganalisa-kasus-lewat-rekomendasi-drakor-bertema-hukum-ini,HYPE,"14/04/2021, 19:40 WIB"
Semifinal Piala Menpora - Kondisi Persija Jakarta Lebih Ideal,https://bola.kompas.com/read/2021/04/14/19400788/semifinal-piala-menpora-kondisi-persija-jakarta-lebih-ideal,BOLA,"14/04/2021, 19:40 WIB"
"Tempat Pijat Ini Buka Saat Ramadhan, Saat Digerebek Ada Perempuan Tak Berbusana",https://regional.kompas.com/read/2021/04/14/193822978/tempat-pijat-ini-buka-saat-ramadhan-saat-digerebek-ada-perempuan-tak,REGIONAL,"14/04/2021, 19:38 WIB"
Gubernur Kaltim Mengaku Ditelepon Jokowi Usai Sebut Presiden Masuk Surga ,https://regional.kompas.com/read/2021/04/14/193810578/gubernur-kaltim-mengaku-ditelepon-jokowi-usai-sebut-presiden-masuk-surga,REGIONAL,"14/04/2021, 19:38 WIB"
Kades dan Lurah Diminta Aktif Mobilisasi Lansia untuk Ikut Vaksinasi Covid-19,https://regional.kompas.com/read/2021/04/14/193656378/kades-dan-lurah-diminta-aktif-mobilisasi-lansia-untuk-ikut-vaksinasi-covid,REGIONAL,"14/04/2021, 19:36 WIB"
"Update Mobile Legends 1.5.70, Ada Hero ""Gloo"" dan Event Baru",https://tekno.kompas.com/read/2021/04/14/19360097/update-mobile-legends-1.5.70-ada-hero-gloo-dan-event-baru,TEKNO,"14/04/2021, 19:36 WIB"
"Berbagai Hal yang Perlu Diketahui soal SIM Online: Cara Registrasi, Tarif, hingga Tes",https://megapolitan.kompas.com/read/2021/04/14/19311991/berbagai-hal-yang-perlu-diketahui-soal-sim-online-cara-registrasi-tarif,NEWS,"14/04/2021, 19:31 WIB"
"Polisi Tentukan 18 Lokasi Penyekatan Pemudik, Ini Titik-titiknya",https://megapolitan.kompas.com/read/2021/04/14/19310871/polisi-tentukan-18-lokasi-penyekatan-pemudik-ini-titik-titiknya,NEWS,"14/04/2021, 19:31 WIB"
"Pamit dari Aceh, Kantor Cabang hingga ATM BRI Bakal Dioperasikan BSI",https://money.kompas.com/read/2021/04/14/193100726/pamit-dari-aceh-kantor-cabang-hingga-atm-bri-bakal-dioperasikan-bsi,MONEY,"14/04/2021, 19:31 WIB"
"Pasca-Reshuffle Kabinet Indonesia Maju, Siapa Menteri Dengan Persepsi Paling Positif?",https://money.kompas.com/read/2021/04/14/193002126/pasca-reshuffle-kabinet-indonesia-maju-siapa-menteri-dengan-persepsi-paling,MONEY,"14/04/2021, 19:30 WIB"
Lirik dan Chord Lagu Beach House - The Chainsmokers,https://www.kompas.com/hype/read/2021/04/14/193000666/lirik-dan-chord-lagu-beach-house-the-chainsmokers,HYPE,"14/04/2021, 19:30 WIB"
"Suami di Solo Sekap dan Setrum Mantan Pacar Istri di Kuburan, Berawal dari Curhat Hal Ini",https://regional.kompas.com/read/2021/04/14/193000278/suami-di-solo-sekap-dan-setrum-mantan-pacar-istri-di-kuburan-berawal-dari,REGIONAL,"14/04/2021, 19:30 WIB"
Gunakan Tanaman Tinggi untuk Penghias Interior,https://www.kompas.com/homey/read/2021/04/14/192733176/gunakan-tanaman-tinggi-untuk-penghias-interior,HOMEY,"14/04/2021, 19:27 WIB"
Waketum PKB: Minimal Ada 3 Menteri yang Di-reshuffle ,https://nasional.kompas.com/read/2021/04/14/19222391/waketum-pkb-minimal-ada-3-menteri-yang-di-reshuffle,NEWS,"14/04/2021, 19:22 WIB"
Sidang Kasus Tes Usap Palsu Rizieq Shihab Dilanjutkan Rabu Pekan Depan,https://megapolitan.kompas.com/read/2021/04/14/19214351/sidang-kasus-tes-usap-palsu-rizieq-shihab-dilanjutkan-rabu-pekan-depan,NEWS,"14/04/2021, 19:21 WIB"
"Ridho DA Fokus di Yayasan, Pernikahan Jadi Rencana Jangka Panjang ",https://www.kompas.com/hype/read/2021/04/14/192122866/ridho-da-fokus-di-yayasan-pernikahan-jadi-rencana-jangka-panjang,HYPE,"14/04/2021, 19:21 WIB"
"Lirik Lagu water color, Singel Terbaru Wheein MAMAMOO ",https://www.kompas.com/hype/read/2021/04/14/192118966/lirik-lagu-water-color-singel-terbaru-wheein-mamamoo,HYPE,"14/04/2021, 19:21 WIB"
Prediksi Susunan Pemain dan Link Live Streaming Dortmund Vs Man City,https://bola.kompas.com/read/2021/04/14/19200008/prediksi-susunan-pemain-dan-link-live-streaming-dortmund-vs-man-city,BOLA,"14/04/2021, 19:20 WIB"
"Semarang Jadi Kota Terbaik di PPD Jateng, Hendi: Kita Kawal untuk Realisasi Program",https://regional.kompas.com/read/2021/04/14/19155191/semarang-jadi-kota-terbaik-di-ppd-jateng-hendi-kita-kawal-untuk-realisasi,NEWS,"14/04/2021, 19:15 WIB"
Perempuan Berdaya: 5 Petarung Wanita dari Zaman Kuno yang Mengukir Sejarah ,https://internasional.kompas.com/read/2021/04/14/191541170/perempuan-berdaya-5-petarung-wanita-dari-zaman-kuno-yang-mengukir,GLOBAL,"14/04/2021, 19:15 WIB"
"Bahagia Punya Anak Pertama, Rizki DA: Hidungnya Mirip Aku",https://www.kompas.com/hype/read/2021/04/14/191500966/bahagia-punya-anak-pertama-rizki-da--hidungnya-mirip-aku,HYPE,"14/04/2021, 19:15 WIB"
"UPDATE Covid-19 di Jatim, DIY, Bali, NTT, NTB, Kalbar dan Kalsel 14 April 2021",https://regional.kompas.com/read/2021/04/14/191254678/update-covid-19-di-jatim-diy-bali-ntt-ntb-kalbar-dan-kalsel-14-april-2021,REGIONAL,"14/04/2021, 19:12 WIB"
Prilly Latuconsina Berharap Penonton Dapat Inspirasi dari Serial Ustad Milenial,https://www.kompas.com/hype/read/2021/04/14/191230566/prilly-latuconsina-berharap-penonton-dapat-inspirasi-dari-serial-ustad,HYPE,"14/04/2021, 19:12 WIB"
"Setelah AS, Negara Sekutunya Bakal Meninggalkan Afghanistan",https://www.kompas.com/global/read/2021/04/14/190946070/setelah-as-negara-sekutunya-bakal-meninggalkan-afghanistan,GLOBAL,"14/04/2021, 19:09 WIB"
"Lowongan Kerja Dosen Universitas Padjadjaran 2021, Simak Infonya",https://edukasi.kompas.com/read/2021/04/14/190921771/lowongan-kerja-dosen-universitas-padjadjaran-2021-simak-infonya,EDUKASI,"14/04/2021, 19:09 WIB"
"Soal Reshuffle Kabinet, Gerindra: Itu Hak Presiden, Kita Tak Ikut Campur",https://nasional.kompas.com/read/2021/04/14/19085631/soal-reshuffle-kabinet-gerindra-itu-hak-presiden-kita-tak-ikut-campur,NEWS,"14/04/2021, 19:08 WIB"
"Apple Sebar Undangan Acara 20 April, Peluncuran iPad Baru?",https://tekno.kompas.com/read/2021/04/14/19070077/apple-sebar-undangan-acara-20-april-peluncuran-ipad-baru-,TEKNO,"14/04/2021, 19:07 WIB"
Tips Pilih Nanas untuk Bikin Selai Isian Nastar,https://www.kompas.com/food/read/2021/04/14/190700975/tips-pilih-nanas-untuk-bikin-selai-isian-nastar,FOOD,"14/04/2021, 19:07 WIB"
Tugas Spiker dalam Bola Voli,https://www.kompas.com/sports/read/2021/04/14/19060038/tugas-spiker-dalam-bola-voli,BOLA,"14/04/2021, 19:06 WIB"
"Demi Kesejahteraan Hewan, Selandia Baru Larang Ekspor Hewan Ternak Hidup Lewat Laut",https://www.kompas.com/global/read/2021/04/14/190507370/demi-kesejahteraan-hewan-selandia-baru-larang-ekspor-hewan-ternak-hidup,GLOBAL,"14/04/2021, 19:05 WIB"
[HOAKS] Link Bantuan Pulsa Rp 200.000 dan Kuota Internet 75 GB dari Kominfo,https://www.kompas.com/tren/read/2021/04/14/190500565/-hoaks-link-bantuan-pulsa-rp-200.000-dan-kuota-internet-75-gb-dari-kominfo,TREN,"14/04/2021, 19:05 WIB"
Ilham Saputra Resmi Jadi Ketua KPU Definitif Gantikan Arief Budiman,https://nasional.kompas.com/read/2021/04/14/19035661/ilham-saputra-resmi-jadi-ketua-kpu-definitif-gantikan-arief-budiman,NEWS,"14/04/2021, 19:03 WIB"
"Rencana Perdamaian PKPU Sentul City Disahkan, Konsumen Ajukan Peninjauan Kembali ",https://www.kompas.com/properti/read/2021/04/14/190330121/rencana-perdamaian-pkpu-sentul-city-disahkan-konsumen-ajukan-peninjauan,PROPERTI,"14/04/2021, 19:03 WIB"
"Kaji Hari Libur Saat PSU, Pj Wali Kota Banjarmasin: Warga Bisa Hadir di TPS",https://regional.kompas.com/read/2021/04/14/190209978/kaji-hari-libur-saat-psu-pj-wali-kota-banjarmasin-warga-bisa-hadir-di-tps,REGIONAL,"14/04/2021, 19:02 WIB"
"Kutu Infeksi Anjing Peliharaan, Begini Cara Membasminya",https://www.kompas.com/sains/read/2021/04/14/190200923/kutu-infeksi-anjing-peliharaan-begini-cara-membasminya,SAINS,"14/04/2021, 19:02 WIB"
Polri: Total 31 Tersangka Teroris Terkait Aksi Bom Bunuh Diri Makassar Sudah Ditangkap,https://nasional.kompas.com/read/2021/04/14/19010901/polri-total-31-tersangka-teroris-terkait-aksi-bom-bunuh-diri-makassar-sudah,NEWS,"14/04/2021, 19:01 WIB"
"Ada Tradisi Ngelawar dalam Galungan, Apa Itu?",https://travel.kompas.com/read/2021/04/14/190100927/ada-tradisi-ngelawar-dalam-galungan-apa-itu,TRAVEL,"14/04/2021, 19:01 WIB"
"Diskon Tarif Listrik Dipangkas, Ini Langkah PLN Agar Pelanggan Tidak Kaget",https://money.kompas.com/read/2021/04/14/190000026/diskon-tarif-listrik-dipangkas-ini-langkah-pln-agar-pelanggan-tidak-kaget,MONEY,"14/04/2021, 19:00 WIB"
Lirik dan Chord Lagu Bambina dari Vampire Weekend,https://www.kompas.com/hype/read/2021/04/14/190000966/lirik-dan-chord-lagu-bambina-dari-vampire-weekend,HYPE,"14/04/2021, 19:00 WIB"
"Rilis Teaser, ITZY Rilis Album Guess Who Akhir April Ini",https://www.kompas.com/hype/read/2021/04/14/185941766/rilis-teaser-itzy-rilis-album-guess-who-akhir-april-ini,HYPE,"14/04/2021, 18:59 WIB"
"Hujan Deras Sejak Sore, Pohon Tumbang di Delapan Titik Kawasan Jakarta Barat",https://megapolitan.kompas.com/read/2021/04/14/18592351/hujan-deras-sejak-sore-pohon-tumbang-di-delapan-titik-kawasan-jakarta,NEWS,"14/04/2021, 18:59 WIB"
Zulkifli Hasan: Persoalan Impor Beras Tak Sesederhana yang Dibayangkan,https://nasional.kompas.com/read/2021/04/14/18563861/zulkifli-hasan-persoalan-impor-beras-tak-sesederhana-yang-dibayangkan,NEWS,"14/04/2021, 18:56 WIB"
Formappi: Pembentukan Satgas BLBI adalah Pengakuan Pentingnya RUU Perampasan Aset ,https://nasional.kompas.com/read/2021/04/14/18525571/formappi-pembentukan-satgas-blbi-adalah-pengakuan-pentingnya-ruu-perampasan,NEWS,"14/04/2021, 18:52 WIB"
Tarung Modifikasi Garasi Drift dan Pengepul Mobil Masuki Episode 8,https://otomotif.kompas.com/read/2021/04/14/185100015/tarung-modifikasi-garasi-drift-dan-pengepul-mobil-masuki-episode-8,OTOMOTIF,"14/04/2021, 18:51 WIB"
Lirik dan Chord Lagu Eleven dari Sunday Moon,https://www.kompas.com/hype/read/2021/04/14/185000966/lirik-dan-chord-lagu-eleven-dari-sunday-moon,HYPE,"14/04/2021, 18:50 WIB"
ICW: Komitmen Pemerintah dalam Pemberantasan Korupsi Tak Bisa Dipercaya,https://nasional.kompas.com/read/2021/04/14/18490901/icw-komitmen-pemerintah-dalam-pemberantasan-korupsi-tak-bisa-dipercaya,NEWS,"14/04/2021, 18:49 WIB"
"Jadi Tuan Rumah Porprov Banten 2022, Pemkot Tangerang Mulai Benahi 11 GOR",https://megapolitan.kompas.com/read/2021/04/14/18484891/jadi-tuan-rumah-porprov-banten-2022-pemkot-tangerang-mulai-benahi-11-gor,NEWS,"14/04/2021, 18:48 WIB"
"UPDATE: Ada 56 Kasus Baru Covid-19 di Kabupaten Bekasi, Jumlah Pasien 577 Orang",https://megapolitan.kompas.com/read/2021/04/14/18454091/update-ada-56-kasus-baru-covid-19-di-kabupaten-bekasi-jumlah-pasien-577,NEWS,"14/04/2021, 18:45 WIB"
"Selama Ramadhan, Tempat Makan di Mataram Dibatasi Buka Sore Sampai Subuh",https://regional.kompas.com/read/2021/04/14/184504178/selama-ramadhan-tempat-makan-di-mataram-dibatasi-buka-sore-sampai-subuh,REGIONAL,"14/04/2021, 18:45 WIB"
"Nadya Mustika Baru Melahirkan, Rizki DA Berencana Tes DNA Anaknya",https://www.kompas.com/hype/read/2021/04/14/184406166/nadya-mustika-baru-melahirkan-rizki-da-berencana-tes-dna-anaknya,HYPE,"14/04/2021, 18:44 WIB"
SAFEnet Sebut Kondisi Kebebasan Berekspresi di Indonesia Memburuk pada 2020,https://nasional.kompas.com/read/2021/04/14/18434811/safenet-sebut-kondisi-kebebasan-berekspresi-di-indonesia-memburuk-pada-2020,NEWS,"14/04/2021, 18:43 WIB"
Seorang Kepala Sekolah di Cianjur Ditangkap Saat Pesta Narkoba,https://regional.kompas.com/read/2021/04/14/184339778/seorang-kepala-sekolah-di-cianjur-ditangkap-saat-pesta-narkoba,REGIONAL,"14/04/2021, 18:43 WIB"
Rizky DA Sedang Meluncur ke Bandung Saat Anaknya Lahir,https://www.kompas.com/hype/read/2021/04/14/184304266/rizky-da-sedang-meluncur-ke-bandung-saat-anaknya-lahir,HYPE,"14/04/2021, 18:43 WIB"
"Petugas Lapas Brebes Amankan Ribuan Pil Psikotropika, Diduga Dilempar dari Luar",https://regional.kompas.com/read/2021/04/14/184251078/petugas-lapas-brebes-amankan-ribuan-pil-psikotropika-diduga-dilempar-dari,REGIONAL,"14/04/2021, 18:42 WIB"
Karoseri New Armada Sebar Bocoran Bus Medium Baru,https://otomotif.kompas.com/read/2021/04/14/184100715/karoseri-new-armada-sebar-bocoran-bus-medium-baru,OTOMOTIF,"14/04/2021, 18:41 WIB"
"Lirik dan Chord Lagu No Other Name - Peter, Paul, and Marry",https://www.kompas.com/hype/read/2021/04/14/184000566/lirik-dan-chord-lagu-no-other-name-peter-paul-and-marry,HYPE,"14/04/2021, 18:40 WIB"
Polri Tangkap Lagi Satu Terduga Teroris Terkait Bom Bunuh Diri di Makassar,https://nasional.kompas.com/read/2021/04/14/18382031/polri-tangkap-lagi-satu-terduga-teroris-terkait-bom-bunuh-diri-di-makassar,NEWS,"14/04/2021, 18:38 WIB"
Sejumlah Warga Pendatang Dievakuasi ke Mimika,https://regional.kompas.com/read/2021/04/14/183628578/sejumlah-warga-pendatang-dievakuasi-ke-mimika,REGIONAL,"14/04/2021, 18:36 WIB"
Lirik Lagu Side by Side dari The8 SEVENTEEN,https://www.kompas.com/hype/read/2021/04/14/183453666/lirik-lagu-side-by-side-dari-the8-seventeen,HYPE,"14/04/2021, 18:34 WIB"
FIBA Asia Cup 2021 Harus Berikan Dampak Positif bagi Segala Sektor Kehidupan,https://www.kompas.com/sports/read/2021/04/14/18340878/fiba-asia-cup-2021-harus-berikan-dampak-positif-bagi-segala-sektor,BOLA,"14/04/2021, 18:34 WIB"
Ridwan Kamil Curiga Banyak yang Pilih Strategi Mudik Lebih Awal,https://regional.kompas.com/read/2021/04/14/183405778/ridwan-kamil-curiga-banyak-yang-pilih-strategi-mudik-lebih-awal,REGIONAL,"14/04/2021, 18:34 WIB"
8 Cara Menciptakan Ruang Keluarga yang Nyaman untuk Berkumpul,https://www.kompas.com/homey/read/2021/04/14/183404076/8-cara-menciptakan-ruang-keluarga-yang-nyaman-untuk-berkumpul,HOMEY,"14/04/2021, 18:34 WIB"
"Simak, Ini Bedanya Galungan dan Kuningan",https://travel.kompas.com/read/2021/04/14/183200327/simak-ini-bedanya-galungan-dan-kuningan,TRAVEL,"14/04/2021, 18:32 WIB"
Polisi Bakal Jaga Ketat 16 Jalur Tikus buat Halau Pemudik,https://otomotif.kompas.com/read/2021/04/14/183100015/polisi-bakal-jaga-ketat-16-jalur-tikus-buat-halau-pemudik,OTOMOTIF,"14/04/2021, 18:31 WIB"
Ini Tarif Baru Layanan Peti Kemas di Pelabuhan Tanjung Priok,https://money.kompas.com/read/2021/04/14/183100126/ini-tarif-baru-layanan-peti-kemas-di-pelabuhan-tanjung-priok,MONEY,"14/04/2021, 18:31 WIB"
Lirik dan Chord Lagu Thinkin ’Bout You - Jake Isaac,https://www.kompas.com/hype/read/2021/04/14/183000666/lirik-dan-chord-lagu-thinkin-bout-you-jake-isaac,HYPE,"14/04/2021, 18:30 WIB"
"Mengenal Apa Itu Porang, Kerabat Bunga Bangkai yang Memiliki Nilai Jual Tinggi",https://www.kompas.com/tren/read/2021/04/14/183000865/mengenal-apa-itu-porang-kerabat-bunga-bangkai-yang-memiliki-nilai-jual,TREN,"14/04/2021, 18:30 WIB"
"Eks Anggota Dewan Mengamuk di Ruang Sidang DPRD Blora, Ini Sebabnya",https://regional.kompas.com/read/2021/04/14/182844178/eks-anggota-dewan-mengamuk-di-ruang-sidang-dprd-blora-ini-sebabnya,REGIONAL,"14/04/2021, 18:28 WIB"
"Lambat Cegah Kebakaran Kilang Balongan, Pertamina Dinilai Lalai ",https://money.kompas.com/read/2021/04/14/182547226/lambat-cegah-kebakaran-kilang-balongan-pertamina-dinilai-lalai,MONEY,"14/04/2021, 18:25 WIB"
"Rush Kebut-kebutan di Jalan, Berakhir Terperosok di Tikungan",https://otomotif.kompas.com/read/2021/04/14/182100115/rush-kebut-kebutan-di-jalan-berakhir-terperosok-di-tikungan,OTOMOTIF,"14/04/2021, 18:21 WIB"
Ukuran Lapangan Tenis Meja Standar Internasional,https://www.kompas.com/sports/read/2021/04/14/18200088/ukuran-lapangan-tenis-meja-standar-internasional,BOLA,"14/04/2021, 18:20 WIB"
"Lirik Lagu PARANOIA, Singel dari Kang Daniel",https://www.kompas.com/hype/read/2021/04/14/181750666/lirik-lagu-paranoia-singel-dari-kang-daniel,HYPE,"14/04/2021, 18:17 WIB"
Milenial Tertarik Beli Produk Asuransi? Ini Tipsnya,https://money.kompas.com/read/2021/04/14/181739926/milenial-tertarik-beli-produk-asuransi-ini-tipsnya,MONEY,"14/04/2021, 18:17 WIB"
"Peristiwa Langka, Bunga Bangkai di Agam Ini Berbuah",https://regional.kompas.com/read/2021/04/14/181542778/peristiwa-langka-bunga-bangkai-di-agam-ini-berbuah,REGIONAL,"14/04/2021, 18:15 WIB"
"Shonda Rhimes Kaget Fans ""Mengamuk"" karena Rege-Jean Page Tinggalkan Bridgerton",https://www.kompas.com/hype/read/2021/04/14/181539366/shonda-rhimes-kaget-fans-mengamuk-karena-rege-jean-page-tinggalkan,HYPE,"14/04/2021, 18:15 WIB"
"Lirik dan Chord Lagu I'm in Love with a Big Blue Frog - Peter, Paul, and Marry",https://www.kompas.com/hype/read/2021/04/14/181500766/lirik-dan-chord-lagu-i-m-in-love-with-a-big-blue-frog-peter-paul-and-marry,HYPE,"14/04/2021, 18:15 WIB"
Kartika Putri Janji Tidak Lagi Ungkap Perseteruannya dengan Richard Lee ke Media Sosial,https://www.kompas.com/hype/read/2021/04/14/181438066/kartika-putri-janji-tidak-lagi-ungkap-perseteruannya-dengan-richard-lee-ke,HYPE,"14/04/2021, 18:14 WIB"
"Hujan Es di Bekasi, BMKG Ingatkan Warga Waspada",https://megapolitan.kompas.com/read/2021/04/14/18142181/hujan-es-di-bekasi-bmkg-ingatkan-warga-waspada,NEWS,"14/04/2021, 18:14 WIB"
"Viral Foto Bus BST Ugal-ugalan, Gibran: Nanti Saya Evaluasi",https://regional.kompas.com/read/2021/04/14/181344078/viral-foto-bus-bst-ugal-ugalan-gibran-nanti-saya-evaluasi,REGIONAL,"14/04/2021, 18:13 WIB"
Kapan Maintenance Free Fire Selesai Hari Ini?,https://tekno.kompas.com/read/2021/04/14/18130597/kapan-maintenance-free-fire-selesai-hari-ini,TEKNO,"14/04/2021, 18:13 WIB"
"UPDATE Covid-19 di Jabar, Jateng, Banten, Sumsel, Babel, dan Lampung 14 April 2021",https://regional.kompas.com/read/2021/04/14/181204278/update-covid-19-di-jabar-jateng-banten-sumsel-babel-dan-lampung-14-april,REGIONAL,"14/04/2021, 18:12 WIB"
"Ramadhan Masih di Tengah Pandemi, Zulkifli Hasan Minta Pemerintah Kendalikan Harga Pangan",https://nasional.kompas.com/read/2021/04/14/18090911/ramadhan-masih-di-tengah-pandemi-zulkifli-hasan-minta-pemerintah-kendalikan,NEWS,"14/04/2021, 18:09 WIB"
"Pemprov Gorontalo Bersiap Hadapi Potensi Resiko Badai Siklon, Masyarakat Diminta Waspada",https://regional.kompas.com/read/2021/04/14/180830778/pemprov-gorontalo-bersiap-hadapi-potensi-resiko-badai-siklon-masyarakat,REGIONAL,"14/04/2021, 18:08 WIB"
"Update Covid-19 di Aceh, Sumut, Sumbar, Riau, Kepri, Jambi, dan Bengkulu 14 April 2021",https://regional.kompas.com/read/2021/04/14/180800578/update-covid-19-di-aceh-sumut-sumbar-riau-kepri-jambi-dan-bengkulu-14-april,REGIONAL,"14/04/2021, 18:08 WIB"
"Sinergi Pariwisata, Ratusan Anakan Cumi Dilepas di Laut Bangka",https://travel.kompas.com/read/2021/04/14/180600127/sinergi-pariwisata-ratusan-anakan-cumi-dilepas-di-laut-bangka,TRAVEL,"14/04/2021, 18:06 WIB"
Sejarawan Minta Pemerintah Turun Tangan Selamatkan Rumah Menlu Pertama RI Achmad Soebardjo,https://megapolitan.kompas.com/read/2021/04/14/18040271/sejarawan-minta-pemerintah-turun-tangan-selamatkan-rumah-menlu-pertama-ri,NEWS,"14/04/2021, 18:04 WIB"
Jejak Kaki Berumur 100.000 Tahun Ungkap Anak Neanderthal Bermain Pasir di Pantai,https://www.kompas.com/sains/read/2021/04/14/180300023/jejak-kaki-berumur-100.000-tahun-ungkap-anak-neanderthal-bermain-pasir-di,SAINS,"14/04/2021, 18:03 WIB"
3 Beda Kurma Lokal Indonesia dengan Kurma Timur Tengah,https://www.kompas.com/food/read/2021/04/14/180300475/3-beda-kurma-lokal-indonesia-dengan-kurma-timur-tengah,FOOD,"14/04/2021, 18:03 WIB"
Microsoft Luncurkan Surface Laptop 4 dengan Prosesor Intel dan AMD,https://tekno.kompas.com/read/2021/04/14/18030077/microsoft-luncurkan-surface-laptop-4-dengan-prosesor-intel-dan-amd,TEKNO,"14/04/2021, 18:03 WIB"
Sasis Baru Hino Sudah Ikuti Wacana Regulasi Bus Terbaru?,https://otomotif.kompas.com/read/2021/04/14/180100315/sasis-baru-hino-sudah-ikuti-wacana-regulasi-bus-terbaru-,OTOMOTIF,"14/04/2021, 18:01 WIB"
"Hendak Cetak Tugas Sekolah, Bocah Perempuan Terekam CCTV Dilecehkan Penjaga Fotokopi, Ini Kronologinya",https://regional.kompas.com/read/2021/04/14/180100778/hendak-cetak-tugas-sekolah-bocah-perempuan-terekam-cctv-dilecehkan-penjaga,REGIONAL,"14/04/2021, 18:01 WIB"
"Dianggap Serang Polisi Saat Demo Omnibus Law, Seorang Mahasiswa Divonis 5 Bulan 15 Hari Pernjara",https://regional.kompas.com/read/2021/04/14/180046678/dianggap-serang-polisi-saat-demo-omnibus-law-seorang-mahasiswa-divonis-5,REGIONAL,"14/04/2021, 18:00 WIB"
"Lirik dan Chord Lagu If I were Free - Peter, Paul, and Marry",https://www.kompas.com/hype/read/2021/04/14/180000366/lirik-dan-chord-lagu-if-i-were-free-peter-paul-and-marry,HYPE,"14/04/2021, 18:00 WIB"
"UPDATE Covid-19 di Sulteng, Sultra, Maluku, Malut, Papua, dan Papua Barat 14 April 2021",https://regional.kompas.com/read/2021/04/14/180000378/update-covid-19-di-sulteng-sultra-maluku-malut-papua-dan-papua-barat-14,REGIONAL,"14/04/2021, 18:00 WIB"
"Sungai Deli Penuh Sampah, Bobby Nasution: Jadi Perhatian, Harus Bersih",https://properti.kompas.com/read/2021/04/14/180000921/sungai-deli-penuh-sampah-bobby-nasution--jadi-perhatian-harus-bersih,PROPERTI,"14/04/2021, 18:00 WIB"
Covid-19 Ganggu Sistem Kesehatan di Negara Asia dan Afrika,https://health.kompas.com/read/2021/04/14/180000868/covid-19-ganggu-sistem-kesehatan-di-negara-asia-dan-afrika,HEALTH,"14/04/2021, 18:00 WIB"
"Penting, Rutinitas ""Skincare"" Selama Puasa agar Kulit Tetap Sehat",https://lifestyle.kompas.com/read/2021/04/14/175725120/penting-rutinitas-skincare-selama-puasa-agar-kulit-tetap-sehat,LIFESTYLE,"14/04/2021, 17:57 WIB"
Nenek Berusia 93 Tahun Korban Gempa Malang Meninggal dalam Perawatan,https://regional.kompas.com/read/2021/04/14/175631578/nenek-berusia-93-tahun-korban-gempa-malang-meninggal-dalam-perawatan,REGIONAL,"14/04/2021, 17:56 WIB"
Perludem: Masa Jabatan Presiden 3 Periode Inkonstitusional,https://nasional.kompas.com/read/2021/04/14/17562011/perludem-masa-jabatan-presiden-3-periode-inkonstitusional,NEWS,"14/04/2021, 17:56 WIB"
Komentar Rizky Billar soal Kisruh antara Lesti Kejora dan Siti Badriah,https://www.kompas.com/hype/read/2021/04/14/175553066/komentar-rizky-billar-soal-kisruh-antara-lesti-kejora-dan-siti-badriah,HYPE,"14/04/2021, 17:55 WIB"
"Riau Termasuk Rawan Terdampak Siklon Tropis 94W, BPBD Mulai Siap Siaga",https://regional.kompas.com/read/2021/04/14/175544578/riau-termasuk-rawan-terdampak-siklon-tropis-94w-bpbd-mulai-siap-siaga,REGIONAL,"14/04/2021, 17:55 WIB"
"Lirik dan Chord Lagu The Rising of the Moon - Peter, Paul, and Marry",https://www.kompas.com/hype/read/2021/04/14/175000666/lirik-dan-chord-lagu-the-rising-of-the-moon-peter-paul-and-marry,HYPE,"14/04/2021, 17:50 WIB"
Milenial dan Gen Z Bakal Jadi Penopang Pendapatan Industri Asuransi,https://money.kompas.com/read/2021/04/14/174952626/milenial-dan-gen-z-bakal-jadi-penopang-pendapatan-industri-asuransi,MONEY,"14/04/2021, 17:49 WIB"
Wacana Perpanjangan Masa Jabatan Presiden Dinilai Bertentangan dengan Semangat Reformasi,https://nasional.kompas.com/read/2021/04/14/17495161/wacana-perpanjangan-masa-jabatan-presiden-dinilai-bertentangan-dengan,NEWS,"14/04/2021, 17:49 WIB"
Suka Kong vs Godzilla? Ini 5 Rekomendasi Film Monster yang Menarik,https://www.kompas.com/hype/read/2021/04/14/174917066/suka-kong-vs-godzilla-ini-5-rekomendasi-film-monster-yang-menarik,HYPE,"14/04/2021, 17:49 WIB"
Debat Panas Rizieq Shihab dengan Bima Arya soal Siapa yang Bohong dan Tutupi Hasil PCR,https://megapolitan.kompas.com/read/2021/04/14/17481101/debat-panas-rizieq-shihab-dengan-bima-arya-soal-siapa-yang-bohong-dan,NEWS,"14/04/2021, 17:48 WIB"
